Structure_ID,Steere_ID,Database_Appearance,Site_Name,Site_Number,State,County,Period,Period_Certainty,Type,Structure,Shape_Class,Long_dimension,Short_dimension,Area_square_m,Functional_Class,Reference
1654,271,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,21,Rectangular,,,,D,Polhemus 1987; Steere 2011
1655,272,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,22,Rectangular,6.400000095,6.300000191,40.29999924,D,Polhemus 1987; Steere 2011
1656,273,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,23,Rectangular,6.400000095,6.099999905,39,D,Polhemus 1987; Steere 2011
1657,274,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,25,,,,,IO,Polhemus 1987; Steere 2011
1658,275,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,24,Rectangular,7,6.699999809,47,D,Polhemus 1987; Steere 2011
1659,276,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,26,Rectangular,6,,,D,Polhemus 1987; Steere 2011
1660,277,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,27,Rectangular,6.099999905,6.099999905,37.20000076,ND,Polhemus 1987; Steere 2011
1661,278,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,30,Rectangular,7.300000191,6.800000191,49.59999847,D,Polhemus 1987; Steere 2011
1662,279,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,31,Rectangular,6.199999809,6.099999905,37.79999924,D,Polhemus 1987; Steere 2011
1663,280,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,32,Rectangular,5.199999809,5.199999809,27,D,Polhemus 1987; Steere 2011
1664,281,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,33,Rectangular,7.5,7.199999809,54,D,Polhemus 1987; Steere 2011
1665,282,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,35,Rectangular,8.5,7.900000095,67.19999695,ND,Polhemus 1987; Steere 2011
1666,283,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,37,Rectangular,6.900000095,6.699999809,46.29999924,D,Polhemus 1987; Steere 2011
1667,284,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,41,Rectangular,7.300000191,7.300000191,53.29999924,ND,Polhemus 1987; Steere 2011
1668,285,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,43,Rectangular,7,7,49,D,Polhemus 1987; Steere 2011
1669,286,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,44,Rectangular,7.900000095,7.900000095,62.40000153,D,Polhemus 1987; Steere 2011
1670,287,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,45,Rectangular,5.5,5.5,30.29999924,D,Polhemus 1987; Steere 2011
1671,288,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,49,Rectangular,,,,D,Polhemus 1987; Steere 2011
1672,289,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,50,Rectangular,5.800000191,5.800000191,33.59999847,D,Polhemus 1987; Steere 2011
1673,290,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,52,Rectangular,6.099999905,6.099999905,37.20000076,D,Polhemus 1987; Steere 2011
1674,291,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,53,Rectangular,10.39999962,10.39999962,108.1999969,ND,Polhemus 1987; Steere 2011
1675,292,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,54,Rectangular,,,,D,Polhemus 1987; Steere 2011
1676,293,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,57,Rectangular,4.800000191,4.099999905,19.70000076,D,Polhemus 1987; Steere 2011
1677,294,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,58,Rectangular,4.400000095,4.300000191,18.89999962,D,Polhemus 1987; Steere 2011
1678,295,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,92,Rectangular,7.900000095,7.900000095,62.40000153,D,Polhemus 1987; Steere 2011
1679,296,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,93,Rectangular,6,,30.10000038,D,Polhemus 1987; Steere 2011
1680,297,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,94,Rectangular,5.5,5.5,30.29999924,D,Polhemus 1987; Steere 2011
1681,298,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,95,Rectangular,6.699999809,6.699999809,44.90000153,D,Polhemus 1987; Steere 2011
1682,299,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,96,Rectangular,6.699999809,6.699999809,44.90000153,D,Polhemus 1987; Steere 2011
1683,300,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,97,Rectangular,7.599999905,7.300000191,55.59999847,D,Polhemus 1987; Steere 2011
1684,301,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,98,Rectangular,7,7,49,D,Polhemus 1987; Steere 2011
1685,302,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,110,Rectangular,,,,D,Polhemus 1987; Steere 2011
1686,303,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,112,Rectangular,,,,ND,Polhemus 1987; Steere 2011
1687,304,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,116,Rectangular,,,,D,Polhemus 1987; Steere 2011
1688,305,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,118,Rectangular,7.900000095,7.900000095,62.40000153,D,Polhemus 1987; Steere 2011
1689,306,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,119,Rectangular,5.199999809,5.199999809,27,D,Polhemus 1987; Steere 2011
1690,307,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,126,Rectangular,9.100000381,9.100000381,82.80000305,ND,Polhemus 1987; Steere 2011
1691,308,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,127,Rectangular,7.800000191,7.5,53.5,ND,Polhemus 1987; Steere 2011
1692,309,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,131,Rectangular,,,,D,Polhemus 1987; Steere 2011
1693,310,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,51,Rectangular,9.399999619,9.399999619,88.40000153,ND,Polhemus 1987; Steere 2011
1694,311,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,38,Rectangular,3.5,2.799999952,9.800000191,S,Polhemus 1987; Steere 2011
1695,314,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,67,Rectangular,3.200000048,2.799999952,9,S,Polhemus 1987; Steere 2011
1696,315,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,77,Rectangular,4.400000095,3.200000048,14.10000038,S,Polhemus 1987; Steere 2011
1697,316,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,78,Rectangular,6.099999905,4.300000191,26.20000076,S,Polhemus 1987; Steere 2011
1698,317,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,79,Rectangular,4.300000191,4,17.20000076,S,Polhemus 1987; Steere 2011
1699,318,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,80,Rectangular,4.599999905,2.700000048,12.39999962,S,Polhemus 1987; Steere 2011
1700,319,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,81,Rectangular,4,3.400000095,13.60000038,S,Polhemus 1987; Steere 2011
1701,320,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,89,Rectangular,3.400000095,2.099999905,7.099999905,S,Polhemus 1987; Steere 2011
1702,321,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,100,Rectangular,2.700000048,2.400000095,6.5,S,Polhemus 1987; Steere 2011
1703,322,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,106,Rectangular,3.099999905,2.700000048,8.399999619,S,Polhemus 1987; Steere 2011
1704,323,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,107,Rectangular,3.799999952,3.099999905,11.80000019,S,Polhemus 1987; Steere 2011
1705,324,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,108,Rectangular,4.900000095,3,14.69999981,S,Polhemus 1987; Steere 2011
1706,325,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,114,Rectangular,2.400000095,2.400000095,5.800000191,S,Polhemus 1987; Steere 2011
1707,326,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,117,Rectangular,3.799999952,2.900000095,11,S,Polhemus 1987; Steere 2011
1708,327,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,40,Rectangular,8.5,7.900000095,67.19999695,ND,Polhemus 1987; Steere 2011
1709,328,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,88,Rectangular,,,,ND,Polhemus 1987; Steere 2011
1710,329,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,122,Rectangular,,,,ND,Polhemus 1987; Steere 2011
1711,330,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,123,Rectangular,,,,ND,Polhemus 1987; Steere 2011
1712,331,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,124,Rectangular,5.199999809,5.199999809,27,ND,Polhemus 1987; Steere 2011
1713,332,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,125,Rectangular,,,,ND,Polhemus 1987; Steere 2011
1714,333,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,128,Rectangular,,,,ND,Polhemus 1987; Steere 2011
1715,334,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,129,Rectangular,11.89999962,6.099999905,72.59999847,ND,Polhemus 1987; Steere 2011
1716,335,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,130,Rectangular,12.19999981,6.099999905,74.40000153,ND,Polhemus 1987; Steere 2011
1717,336,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,09 EM/Miss,,Structure,132,Rectangular,3.700000048,,,ND,Polhemus 1987; Steere 2011
1718,420,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,73,Rectangular,15.19999981,15.19999981,231,ND,Polhemus 1987; Steere 2011
1719,421,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,75,Rectangular,15.80000019,15.5,248,ND,Polhemus 1987; Steere 2011
1720,422,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,59,Elliptical,6,6,30.70000076,D,Polhemus 1987; Steere 2011
1721,423,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,74,Elliptical,6,6,29.20000076,D,Polhemus 1987; Steere 2011
1722,424,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,83,Elliptical,6,6,29.20000076,D,Polhemus 1987; Steere 2011
1723,425,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,99,Elliptical,6,6,29.20000076,D,Polhemus 1987; Steere 2011
1724,426,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,104,Elliptical,6,6,29.20000076,D,Polhemus 1987; Steere 2011
1725,427,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,105,Elliptical,6,6,30.70000076,D,Polhemus 1987; Steere 2011
1726,428,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,111,Elliptical,7,7,35.29999924,D,Polhemus 1987; Steere 2011
1727,429,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,115,Elliptical,6,6,29.20000076,D,Polhemus 1987; Steere 2011
1728,430,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,103,Rectangular,7.900000095,3.700000048,29.39999962,D,Polhemus 1987; Steere 2011
1729,431,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,113,Rectangular,7.599999905,3,23.20000076,D,Polhemus 1987; Steere 2011
1730,432,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,101,Rectangular,11.60000038,4.599999905,52.90000153,D,Polhemus 1987; Steere 2011
1731,433,2014_03_12,Toqua,40-Mr-6,TN,Monroe TN,11 PH/H,,Structure,102,Rectangular,8.800000191,2.700000048,24.20000076,D,Polhemus 1987; Steere 2011
1732,358,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,2,Elliptical,9.1,9.1,65.69999695,D,Boudreaux 2005; Steere 2011
1733,359,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,5a,Elliptical,7.900000095,7.9,48.70000076,D,Boudreaux 2005; Steere 2011
1734,360,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,6,Elliptical,9.100000381,9.1,64.80000305,D,Boudreaux 2005; Steere 2011
1735,361,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,8,Elliptical,9.800000191,9.8,75.5,D,Boudreaux 2005; Steere 2011
1736,362,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,12,Elliptical,9.300000191,9.3,68.59999847,ND,Boudreaux 2005; Steere 2011
1737,363,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,14,Elliptical,7.699999809,7.7,46,D,Boudreaux 2005; Steere 2011
1738,364,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,15a,Elliptical,7.699999809,7.7,46.59999847,D,Boudreaux 2005; Steere 2011
1739,365,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,17,Elliptical,9,9,70.09999847,D,Boudreaux 2005; Steere 2011
1740,366,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,21b,Elliptical,9.100000381,9.1,64.5,D,Boudreaux 2005; Steere 2011
1741,367,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,31,Elliptical,8.199999809,8.2,53.29999924,D,Boudreaux 2005; Steere 2011
1742,368,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,32b,Elliptical,10.5,10.5,85.90000153,D,Boudreaux 2005; Steere 2011
1743,369,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,49,Elliptical,8.199999809,8.2,52.90000153,D,Boudreaux 2005; Steere 2011
1744,370,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,4b,Rectangular,8.3,8,65.80000305,ND,Boudreaux 2005; Steere 2011
1745,371,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,22,Rectangular,6.5,6.4,41.5,ND,Boudreaux 2005; Steere 2011
1746,372,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,23a,Rectangular,7.099999905,6.900000095,49.09999847,ND,Boudreaux 2005; Steere 2011
1747,373,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,45a,Rectangular,8.5,8.2,70.09999847,ND,Boudreaux 2005; Steere 2011
1748,374,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,27,Rectangular,10.5,,,ND,Boudreaux 2005; Steere 2011
1749,375,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,30b,Rectangular,12.19999981,9.199999809,112.8000031,ND,Boudreaux 2005; Steere 2011
1750,376,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,32a,Rectangular,12.3,10.4,152.5,ND,Boudreaux 2005; Steere 2011
1751,377,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,44,Rectangular,12.8,9.5,122.1999969,ND,Boudreaux 2005; Steere 2011
1752,378,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,9a,Rectangular,5.9,5.7,33.70000076,D,Boudreaux 2005; Steere 2011
1753,379,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,16,Rectangular,9.399999619,8,75.09999847,D,Boudreaux 2005; Steere 2011
1754,380,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,21a,Rectangular,7.900000095,7.099999905,56.29999924,D,Boudreaux 2005; Steere 2011
1755,381,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,28,Rectangular,8,7.800000191,62.29999924,D,Boudreaux 2005; Steere 2011
1756,382,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,5b,Rectangular,4.9,3,14.89999962,IO,Boudreaux 2005; Steere 2011
1757,383,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,38,Rectangular,4,2.4,9.5,IO,Boudreaux 2005; Steere 2011
1758,384,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,39,Rectangular,2.6,1.8,4.699999809,IO,Boudreaux 2005; Steere 2011
1759,385,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,41,Rectangular,3,2.4,7.099999905,IO,Boudreaux 2005; Steere 2011
1760,386,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,4a,Rectangular,10.4,10,103.6999969,ND,Boudreaux 2005; Steere 2011
1761,387,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,23c,Rectangular,15.10999966,10.10000038,152.5,ND,Boudreaux 2005; Steere 2011
1762,388,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,24,Rectangular,7.2,7.1,50.79999924,ND,Boudreaux 2005; Steere 2011
1763,389,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,29,Rectangular,7.400000095,5.199999809,38.70000076,D,Boudreaux 2005; Steere 2011
1764,390,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,51,Rectangular,9.399999619,9.300000191,87,ND,Boudreaux 2005; Steere 2011
1765,636,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,1,Elliptical,14.3,14.3,161,ND,Boudreaux 2005; Steere 2011
1766,637,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,7,Elliptical,18.9,18.9,280.5,ND,Boudreaux 2005; Steere 2011
1767,638,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,10,Elliptical,13.1,13.1,135.3000031,ND,Boudreaux 2005; Steere 2011
1768,639,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,11,Irregular/other,,,,IO,Boudreaux 2005; Steere 2011
1769,640,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,43,Elliptical,5.2,5.2,21.70000076,D,Boudreaux 2005; Steere 2011
1770,641,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,46a,Rectangular,,,,ND,Boudreaux 2005; Steere 2011
1771,642,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,47,Elliptical,8,8,50.29999924,D,Boudreaux 2005; Steere 2011
1772,643,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,18,Elliptical,11,11,94.69999695,ND,Boudreaux 2005; Steere 2011
1773,644,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,45b,Rectangular,,,,ND,Boudreaux 2005; Steere 2011
1774,645,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,46b,Rectangular,,,,ND,Boudreaux 2005; Steere 2011
1775,646,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,15b,Elliptical,15.3,15.3,236.8999939,ND,Boudreaux 2005; Steere 2011
1776,647,2014_03_12,Town Creek,31-Mg-2,NC,Montgomery NC,09 EM/Miss,,Structure,9b,Elliptical,17.7,17.7,246,ND,Boudreaux 2005; Steere 2011
1777,972,2014_03_12,Townsend,40-Bt-89/90/91,TN,Blount TN,11 PH/H,,Structure,1,Elliptical,8.050000191,7.5,44.31000137,D,Marcoux 2008; Steere 2011
1778,973,2014_03_12,Townsend,40-Bt-89/90/91,TN,Blount TN,11 PH/H,,Structure,8,Irregular/other,7.5,6.699999809,38.08000183,D,Marcoux 2008; Steere 2011
1779,974,2014_03_12,Townsend,40-Bt-89/90/91,TN,Blount TN,11 PH/H,,Structure,12,Elliptical,8.100000381,7,44.29000092,D,Marcoux 2008; Steere 2011
1780,975,2014_03_12,Townsend,40-Bt-89/90/91,TN,Blount TN,11 PH/H,,Structure,22,Irregular/other,8.199999809,7.5,45.31000137,D,Marcoux 2008; Steere 2011
1781,976,2014_03_12,Townsend,40-Bt-89/90/91,TN,Blount TN,11 PH/H,,Structure,23,Rectangular,7.400000095,3.25,22.63999939,D,Marcoux 2008; Steere 2011
1782,977,2014_03_12,Townsend,40-Bt-89/90/91,TN,Blount TN,11 PH/H,,Structure,27,Irregular/other,,,,IO,Marcoux 2008; Steere 2011
1783,978,2014_03_12,Townsend,40-Bt-89/90/91,TN,Blount TN,11 PH/H,,Structure,41,Rectangular,7.849999905,4.28000021,30.75,D,Marcoux 2008; Steere 2011
1784,979,2014_03_12,Townsend,40-Bt-89/90/91,TN,Blount TN,11 PH/H,,Structure,47,Irregular/other,7.699999809,6.699999809,36.70000076,D,Marcoux 2008; Steere 2011
1785,980,2014_03_12,Townsend,40-Bt-89/90/91,TN,Blount TN,11 PH/H,,Structure,51,Rectangular,7.599999905,4.5,22.89999962,D,Marcoux 2008; Steere 2011
1786,981,2014_03_12,Townsend,40-Bt-89/90/91,TN,Blount TN,11 PH/H,,Structure,999,Rectangular,7,4,22.89999962,D,Marcoux 2008; Steere 2011
1787,818,2014_03_12,Tuckasegee,31-Jk-12,NC,Jackson NC,11 PH/H,,Structure,1,Elliptical,7,7,34.70000076,D,Keel 1976; Riggs 2009; Steere 2011
1788,648,2014_03_12,Tukabatchee,1-Ee-32,AL,Elmore AL,11 PH/H,,Structure,1,Elliptical,9.5,9.5,70.90000153,D,Knight 1985; Steere 2011
1789,649,2014_03_12,Tukabatchee,1-Ee-32,AL,Elmore AL,11 PH/H,,Structure,2,Rectangular,5.199999809,5.199999809,27,D,Knight 1985; Steere 2011
1790,338,2014_03_12,Yuchi Town,1-Ru-63,AL,Russell AL,11 PH/H,,Structure,1,Rectangular,6.400000095,6,38.40000153,D,Hargrave et al. 1988; Steere 2011
1791,339,2014_03_12,Yuchi Town,1-Ru-63,AL,Russell AL,11 PH/H,,Structure,2,Rectangular,5.8,4.8,27.79999924,D,Hargrave et al. 1988; Steere 2011
2209,,2014_03_12,Strait,33-Fa-156-158,OH,Fairfield OH,07 MW-LW,,Structure,Block 1 Structure (Features 1 and 10),,,,,IO,Burks 2004:174
2210,,2014_03_12,Strait,33-Fa-156-158,OH,Fairfield OH,07 MW-LW,,Structure,Block 2 Structure,,,,,IO,Burks 2004:174-177
1187,539,2014_03_12,9-Ge-901,9-Ge-901,GA,Greene GA,09 EM/Miss,,Structure,1,Rectangular,4,2.599999905,10.39999962,D,Ledbetter 2007; Steere 2011
1188,540,2014_03_12,9-Ge-901,9-Ge-901,GA,Greene GA,09 EM/Miss,,Structure,2,Rectangular,4,3.200000048,12.80000019,D,Ledbetter 2007; Steere 2011
1189,541,2014_03_12,9-Ge-901,9-Ge-901,GA,Greene GA,09 EM/Miss,,Structure,3,Rectangular,4,2.599999905,10.39999962,D,Ledbetter 2007; Steere 2011
1191,542,2014_03_12,9-Ge-901,9-Ge-901,GA,Greene GA,09 EM/Miss,,Structure,4,Rectangular,4,2.900000095,11.60000038,D,Ledbetter 2007; Steere 2011
1190,543,2014_03_12,9-Ge-901,9-Ge-901,GA,Greene GA,09 EM/Miss,,Structure,5,Rectangular,4,2.700000048,10.80000019,D,Ledbetter 2007; Steere 2011
656,,2014_02_25,Voss Mound,,OH,Franklin OH,08 LW/LP,,Structure,House 1,Rectangular,8.2,6.4,52.5,ND,Baby 1971; Baby et al. 1966
657,,2014_02_25,Voss Mound,,OH,Franklin OH,08 LW/LP,,Structure,House 2,Rectangular,8.2,6.7,54.9,ND,Baby 1971; Baby et al. 1966
2225,,2014_03_12,Sara's Ridge,38-An-29,SC,Anderson SC,04 LA,,Structure,,Elliptical,,,,D,Sassaman and Ledbetter 1996:84; Wood et al. 1986
280,,2014_02_25,Piper Airport,36-Cn-210,PA,Clinton PA,08 LW/LP,,Structure,House 4,,41,7.7,315.7,D,MacDonald 2008:104
281,,2014_02_25,Ramm,36-Cn-44,PA,Clinton PA,08 LW/LP,,Structure,,,7.65,6.12,46.82,D,MacDonald 2008:105
420,,2014_02_25,Ramm,36-Cn-44,PA,Clinton PA,08 LW/LP,,Structure,,Rectangular,2.5,2,5,D,MacDonald 2008:105; Smith 1976
421,,2014_02_25,Ramm,36-Cn-44,PA,Clinton PA,08 LW/LP,,Structure,,Rectangular,2.5,2.5,6.25,D,MacDonald 2008:105; Smith 1976
422,,2014_02_25,Ramm,36-Cn-44,PA,Clinton PA,08 LW/LP,,Structure,,Rectangular,5,,,D,MacDonald 2008:105; Smith 1976
285,,2014_02_25,Scaccia,Sda-17,NY,Livingston NY,05 EW,,Structure,,Indeterminate,4.89,3.67,17.95,D,Ritchie and Funk 1973:107-108
286,,2014_02_25,White,,NY,Chenango NY,08 LW/LP,,Structure,,Rectangular,10.7,6.12,65.48,D,Ritchie and Funk 1973:119
287,,2014_02_25,Howlett Hill,Syr. 12-3,NY,Onondaga NY,08 LW/LP,,Structure,House 1,,101.8,7,712.6,D,Tuck 1971:79
608,,2014_02_25,Howlett Hill,Syr. 12-3,NY,Onondaga NY,08 LW/LP,,Structure,House 2A,,26.2,7,183.4,D,Tuck 1971:85
