Structure_ID,Steere_ID,Database_Appearance,Site_Name,Site_Number,State,County,Period,Period_Certainty,Type,Structure,Shape_Class,Long_dimension,Short_dimension,Area_square_m,Functional_Class,Reference
637,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S6,Elliptical,2.1,1.9,3.1,D,Gardner 1969
638,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S7,Elliptical,2.6,2,4.2,D,Gardner 1969
639,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S8,Elliptical,2.7,2.4,5.1,D,Gardner 1969
640,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S9,Elliptical,2.7,2.2,4.7,D,Gardner 1969
641,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S10,Elliptical,3,2.1,5.1,D,Gardner 1969
642,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S11,Elliptical,2.5,2.1,4.3,D,Gardner 1969
643,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S12,Elliptical,3,2,4.9,D,Gardner 1969
644,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S13,Elliptical,2.4,2.1,4,D,Gardner 1969
645,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S14,Arc/C,1.3,1.3,1.3,IO,Gardner 1969
646,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S15,Elliptical,4.9,3.6,14.2,IO,Gardner 1969
647,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S16,Elliptical,,,,D,Gardner 1969
648,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S17,Elliptical,1.7,1.4,1.9,D,Gardner 1969
649,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S18,Elliptical,2.9,2.6,5.9,D,Gardner 1969
650,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S19,Elliptical,4.7,3.8,14.2,D,Gardner 1969
651,,2014_02_25,Jasper Newman,,IL,Shelby IL,06 MW,,Structure,S20,Elliptical,4.7,3.1,11.9,D,Gardner 1969
652,,2014_02_25,Cowan Creek,,OH,Clinton OH,05 EW,,Structure,,Elliptical,13.7,13.7,147.4,ND,Baby 1971; Baby 1949
654,,2014_02_25,Niles-Wolford Mound,,OH,Pickaway OH,05 EW,,Structure,,Elliptical,5.5,4.9,21.2,ND,Baby 1971
655,,2014_02_25,Phillips Mound 2,,OH,Franklin OH,06 MW,,Structure,,,,,,ND,Baby 1971
658,,2014_02_25,Perry,Lu 25,AL,Lauderdale AL,04 LA,?,Structure,,,,,,D,Webb and DeJarnette 1942:61
630,,2014_02_25,Timid Mink,,MI,Iron MI,06 MW,,Structure,,,4.7,2.6,12,D,Birnbaum 2009; HIll 1995
659,,2014_02_25,Summer Island,20-De-4,MI,Delta MI,06 MW,,Structure,House I,Elliptical,8.8,3.7,30.7,D,Brose 1970
660,,2014_02_25,Summer Island,20-De-4,MI,Delta MI,06 MW,,Structure,House II,Elliptical,5.5,3.7,16.6,D,Brose 1970
661,,2014_02_25,Summer Island,20-De-4,MI,Delta MI,06 MW,,Structure,House III,Elliptical,6.7,4.9,26.4,D,Brose 1970
662,,2014_02_25,Summer Island,20-De-4,MI,Delta MI,06 MW,,Structure,House IV,Elliptical,,,,D,Brose 1970
664,,2014_02_25,Maple Creek,33-Ct-52,OH,Clermont OH,04 LA,,Structure,Unit G posts,,2.3,0.6,,D,"Vickery 1976:123, 216"
665,,2014_02_25,Maple Creek,33-Ct-52,OH,Clermont OH,04 LA,,Structure,Unit H posts,,1.5,0.5,,D,"Vickery 1976:123, 219"
666,,2014_02_25,Black Earth,11-Sa-87,IL,Saline IL,03 MA,,Structure,Area A posts,,,,,D,Jefferies 1982:89
667,,2014_02_25,Daughtery-Monroe,12-Su-13,IN,Sullivan IN,07 MW-LW,,Structure,Feature 19,Elliptical,3.7,,,D,Clouse et al. 1970
668,,2014_02_25,Lattas Creek,12-Gr-29,IN,Greene IN,07 MW-LW,,NA,"post arcs, general",Arc/C,,,,D,Brinker 1987; Pace and Anslinger  1986
669,,2014_02_25,Bliss-Howard,,CT,New London CT,04 LA,,NA,general description of 3 structures,Elliptical,,,52.5,D,Pfeiffer 1984
670,,2014_02_25,Zencor Village,33-Fr-8,OH,Franklin OH,07 MW-LW,,Structure,Area B Structure (West),Elliptical,10.4,9.8,80.1,D,Baby 1971; Baby and Mays 1958; Baby and Shaffer 1957:87; Zulandt 2010
2212,,2014_03_12,Zencor Village,33-Fr-8,OH,Franklin OH,07 MW-LW,,Structure,Trench 1 Structure,Elliptical,6.7,6.1,32.2,D,Baby 1971; Baby and Shaffer 1957:87; Zulandt 2010
671,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,1/71,Rectangular,,,53.9,D,Cook 2004:181
672,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,2/71,Rectangular,,,54.6,D,Cook 2004:181
673,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,3/71,Rectangular,,,36.3,D,Cook 2004:181
674,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,1/72,Rectangular,,,43.2,D,Cook 2004:181
675,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,2/72,Rectangular,,,33.8,D,Cook 2004:181
676,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,3/72,Rectangular,,,29.1,D,Cook 2004:181
677,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,1/73,Rectangular,,,27.9,D,Cook 2004:181
678,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,1/74,Rectangular,,,38.9,D,Cook 2004:181
679,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,2/74,Rectangular,,,33.1,D,Cook 2004:181
680,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,1/75,Rectangular,,,24.6,D,Cook 2004:181
681,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,1/77,Rectangular,,,38.5,D,Cook 2004:181
682,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,2/77,Rectangular,,,24.9,D,Cook 2004:181
683,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,1/78,Rectangular,,,25.3,D,Cook 2004:181
684,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,2/78,Rectangular,,,37.8,D,Cook 2004:181
685,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,1/87,Rectangular,,,34.3,D,Cook 2004:181
686,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,2/87,Rectangular,,,41.2,D,Cook 2004:181
687,,2014_02_25,Sunwatch Village,33-My-57,OH,Montgomery OH,10 FA,,Structure,avocational,Rectangular,,,63.7,D,Cook 2004:181
688,,2014_02_25,15-Hr-22,15-Hr-22,KY,Harrison KY,10 FA,,Structure,Structure 1,Rectangular,5,4,20,D,Sharp and Pollack 1992
689,,2014_02_25,Capitol View,15-Fr-101,KY,Franklin KY,10 FA,,Structure,Structure 1,Rectangular,4.35,4.25,18.48,D,Henderson 1992:237
690,,2014_02_25,Capitol View,15-Fr-101,KY,Franklin KY,10 FA,,Structure,Structure 2,Rectangular,4.9,4.15,20.33,D,Henderson 1992:237
691,,2014_02_25,Capitol View,15-Fr-101,KY,Franklin KY,10 FA,,Structure,Structure 3,Rectangular,7.3,6.1,44.37,D,Henderson 1992:237
692,,2014_02_25,Capitol View,15-Fr-101,KY,Franklin KY,10 FA,,Structure,Structure 4,Rectangular,,,,D,Henderson 1992:237
693,,2014_02_25,Capitol View,15-Fr-101,KY,Franklin KY,10 FA,,Structure,Structure 5,Rectangular,6.56,6,39.36,D,Henderson 1992:237
694,,2014_02_25,Capitol View,15-Fr-101,KY,Franklin KY,10 FA,,Structure,Structure 6,Rectangular,5.1,3.9,19.89,D,Henderson 1992:237
695,,2014_02_25,Capitol View,15-Fr-101,KY,Franklin KY,10 FA,,Structure,Structure 7,Rectangular,4.2,3.63,15.25,D,Henderson 1992:237
696,,2014_02_25,Capitol View,15-Fr-101,KY,Franklin KY,10 FA,,Structure,Structure 8,Rectangular,4.7,3.1,14.45,D,Henderson 1992:237
697,,2014_02_25,New Field,15-Bb-45,KY,Bourbon KY,10 FA,,Structure,Structure 1-92,Rectangular,7.7,4.9,37.7,D,Henderson and Pollack 1996:218
698,960,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,PA Structure 1,Rectangular,6.5,5,32.5,D,Lacquement 2004; Scarry 1995; Steere 2011; Wilson 2008
699,961,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,PA Structure 2,Rectangular,4.5,4,22.5,D,Lacquement 2004; Scarry 1995; Steere 2011; Wilson 2008
700,962,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,PA Structure 3,Rectangular,4.5,4,18,D,Lacquement 2004; Scarry 1995; Steere 2011; Wilson 2008
701,963,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,PA Structure 4,Rectangular,4.3,4,17,D,Lacquement 2004; Scarry 1995; Steere 2011; Wilson 2008
702,,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,PA Structure 5a,Rectangular,,,14,D,Lacquement 2004
703,964,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,PA Structure 5b,Rectangular,5,4.5,22.5,D,Lacquement 2004; Scarry 1995; Steere 2011; Wilson 2008
704,965,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,PA Structure 6,Rectangular,4,3.5,14,D,Lacquement 2004; Scarry 1995; Steere 2011; Wilson 2008
706,,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,ECB Structure 5a,Rectangular,,,10.5,D,Lacquement 2004
707,970,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,ECB Structure 5b,Rectangular,3.8,3.6,13.7,D,Lacquement 2004; Scarry 1995; Steere 2011; Wilson 2008
708,971,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,ECB Structure 6b,Rectangular,4.5,4.5,20.3,D,Lacquement 2004; Scarry 1995; Steere 2011; Wilson 2008
709,,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,ECB Structure 6c,Rectangular,,,20,D,Lacquement 2004; Scarry 1995
715,,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,House 5a,Rectangular,4,3.33,13.2,D,Lacquement 2004; McKenzie 1964
729,,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,House 23a,Rectangular,,,13.3,D,Lacquement 2004
730,,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,House 23b,Rectangular,,,23.2,D,Lacquement 2004
731,,2014_02_25,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,House 23c,Rectangular,,,25.9,D,Lacquement 2004
2045,820,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 1,Rectangular,4,4,17,D,Steere 2011; Wilson 2008
2050,821,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 2,Rectangular,4,4,14,D,Steere 2011; Wilson 2008
2051,822,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 3,Rectangular,3,3,10,D,Steere 2011; Wilson 2008
2052,823,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 4,Rectangular,5,5,25,D,Steere 2011; Wilson 2008
2053,824,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 5,Rectangular,4,4,16,D,Steere 2011; Wilson 2008
2054,825,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 6,Rectangular,4,3,11,D,Steere 2011; Wilson 2008
2055,826,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 7,,,,,D,Steere 2011; Wilson 2008
2056,827,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 8,,,,,D,Steere 2011; Wilson 2008
2057,828,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 9,Rectangular,4,4,19,D,Steere 2011; Wilson 2008
2058,829,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 10,Rectangular,4,3,12,D,Steere 2011; Wilson 2008
2059,830,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 11,Rectangular,3,3,13,D,Steere 2011; Wilson 2008
2060,831,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 12,Rectangular,4,4,14,D,Steere 2011; Wilson 2008
2061,832,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 13,,,,,D,Steere 2011; Wilson 2008
2062,833,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 14,,,,,D,Steere 2011; Wilson 2008
2063,834,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 15,Rectangular,3,3,10,D,Steere 2011; Wilson 2008
2064,835,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 16,Rectangular,8,6,47,D,Steere 2011; Wilson 2008
2065,836,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 17,,,,,D,Steere 2011; Wilson 2008
2066,837,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 18,Rectangular,8,6,45,D,Steere 2011; Wilson 2008
2067,838,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 19,Rectangular,6,5,28,D,Steere 2011; Wilson 2008
2068,839,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 20,Rectangular,5,4,23,D,Steere 2011; Wilson 2008
2069,840,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 21,Rectangular,6,5,29,D,Steere 2011; Wilson 2008
2070,841,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 22,Rectangular,6,5,26,D,Steere 2011; Wilson 2008
2071,842,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 23,Rectangular,5,4,23,D,Steere 2011; Wilson 2008
2072,843,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 24,Rectangular,5,4,20,D,Steere 2011; Wilson 2008
2073,844,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 25,Rectangular,7,6,40,D,Steere 2011; Wilson 2008
2074,845,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 26,Rectangular,5,4,21,D,Steere 2011; Wilson 2008
2075,846,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 27,Rectangular,4,4,17,D,Steere 2011; Wilson 2008
2076,847,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 28,Rectangular,5,5,22,D,Steere 2011; Wilson 2008
2077,848,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 29,Rectangular,5,5,24,D,Steere 2011; Wilson 2008
2078,849,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 30,Rectangular,4,4,16,D,Steere 2011; Wilson 2008
2079,850,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 31,,,,,D,Steere 2011; Wilson 2008
2080,851,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 32,,,,,D,Steere 2011; Wilson 2008
2081,852,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 33,,,,,D,Steere 2011; Wilson 2008
2082,853,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 34,,,,,D,Steere 2011; Wilson 2008
2083,854,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 35,,,,,D,Steere 2011; Wilson 2008
2084,855,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 36,,,,,D,Steere 2011; Wilson 2008
2085,856,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 37,,,,,D,Steere 2011; Wilson 2008
2086,857,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 38,,,,,D,Steere 2011; Wilson 2008
2087,858,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 39,,,,,D,Steere 2011; Wilson 2008
2088,859,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 40,,,,,D,Steere 2011; Wilson 2008
2089,860,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 41,,,,,D,Steere 2011; Wilson 2008
2090,861,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 42,,,,,D,Steere 2011; Wilson 2008
2091,862,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 43,,,,,D,Steere 2011; Wilson 2008
2092,863,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 44,,,,,D,Steere 2011; Wilson 2008
2093,864,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 45,,,,,D,Steere 2011; Wilson 2008
2094,865,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 46,,,,,D,Steere 2011; Wilson 2008
2095,866,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 47,,,,,D,Steere 2011; Wilson 2008
2096,867,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 48,,,,,D,Steere 2011; Wilson 2008
2097,868,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 49,,,,,D,Steere 2011; Wilson 2008
2098,869,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 50,,,,,D,Steere 2011; Wilson 2008
2100,870,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 51,,,,,D,Steere 2011; Wilson 2008
2101,871,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 52,,,,,D,Steere 2011; Wilson 2008
2102,872,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 53,,,,,D,Steere 2011; Wilson 2008
2103,873,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 54,,,,,D,Steere 2011; Wilson 2008
2104,874,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 55,,,,,D,Steere 2011; Wilson 2008
2105,875,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 56,,,,,D,Steere 2011; Wilson 2008
2106,876,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 57,,,,,D,Steere 2011; Wilson 2008
2107,877,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 58,,,,,D,Steere 2011; Wilson 2008
2108,878,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 59,,,,,D,Steere 2011; Wilson 2008
2109,879,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 60,,,,,D,Steere 2011; Wilson 2008
2110,880,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 61,,,,,D,Steere 2011; Wilson 2008
2111,881,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 62,,,,,D,Steere 2011; Wilson 2008
2112,882,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 63,,,,,D,Steere 2011; Wilson 2008
2113,883,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 64,,,,,D,Steere 2011; Wilson 2008
2114,884,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 65,,,,,D,Steere 2011; Wilson 2008
2115,885,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 66,Rectangular,6,5,30,D,Steere 2011; Wilson 2008
2116,886,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 67,,,,,D,Steere 2011; Wilson 2008
2117,887,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 68,,,,,D,Steere 2011; Wilson 2008
2118,888,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 69,,,,,D,Steere 2011; Wilson 2008
2119,889,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 70,,,,,D,Steere 2011; Wilson 2008
2120,890,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 71,,,,,D,Steere 2011; Wilson 2008
2123,891,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 72,,,,,D,Steere 2011; Wilson 2008
2124,892,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 73,,,,,D,Steere 2011; Wilson 2008
2125,893,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 74,,,,,D,Steere 2011; Wilson 2008
2126,894,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 75,Rectangular,6,5,27,D,Steere 2011; Wilson 2008
2127,895,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 76,,,,,D,Steere 2011; Wilson 2008
2128,896,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 77,Rectangular,5,4,22,D,Steere 2011; Wilson 2008
2129,897,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 78,Rectangular,5,5,25,D,Steere 2011; Wilson 2008
2130,898,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 79,,,,,D,Steere 2011; Wilson 2008
2131,899,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 80,Rectangular,5,4,17,D,Steere 2011; Wilson 2008
2132,900,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 81,Rectangular,3,3,11,D,Steere 2011; Wilson 2008
2133,901,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 82,,,,,D,Steere 2011; Wilson 2008
2134,902,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 83,Rectangular,5,4,22,D,Steere 2011; Wilson 2008
2135,903,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 84,Rectangular,6,5,30,D,Steere 2011; Wilson 2008
2136,904,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 85,Rectangular,8,7,60,ND,Steere 2011; Wilson 2008
2137,905,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 86,,,,,D,Steere 2011; Wilson 2008
2138,906,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 87,,,,,D,Steere 2011; Wilson 2008
2139,907,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 88,Rectangular,4,4,18,D,Steere 2011; Wilson 2008
2140,908,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 89,Rectangular,7,5,39,D,Steere 2011; Wilson 2008
2141,909,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 90,Rectangular,8,5,40,D,Steere 2011; Wilson 2008
2142,910,2014_03_12,Moundville,1-Tu-500,AL,Hale/Tuscaloosa AL,09 EM/Miss,,Structure,Structure 91,Rectangular,5,5,24,D,Steere 2011; Wilson 2008
